# x[mm] y[mm]
2.7645657343e+00 -5.9032855289e+00
4.9192455132e+00 7.0358217965e-01
-6.2617128416e+00 1.8772757071e+00
-6.7091432120e+00 7.9136344003e+00
-6.8025475665e+00 7.2684915533e+00
-8.0451442077e+00 3.3837969461e+00
2.9032206573e+00 -7.4790620539e+00
8.0042486587e+00 7.8274292118e-01
-3.3323610294e+00 6.4800987485e+00
-4.1997324214e+00 1.9342335592e+00
1.1643352972e+01 -3.6943274067e+00
-1.7527597644e+00 -2.7204612067e+00
4.2632361279e+00 -5.9798778832e+00
-1.6532009052e+00 -3.2266529497e+00
1.0520531047e+01 1.6074054035e+00
3.6928374982e+00 -8.1329016955e-01
-6.9623140394e+00 6.1782504142e+00
-4.1802182243e+00 5.3724826736e+00
5.1395327418e-01 -8.8471845073e+00
2.3286135335e+00 -4.6244430038e-01
1.0950261321e+01 -7.3357140748e+00
1.2179370374e+00 -6.7815620891e+00
-1.3877445161e+00 4.8749828277e+00
-3.9761074306e+00 -3.8387775552e+00
-6.5983891282e+00 1.0433741321e+01
7.6720127152e+00 -2.4716230585e+00
4.5769986455e+00 -1.6309697935e+00
1.0980713250e+01 -4.1621321990e+00
4.4333859292e+00 -7.8456672911e+00
-3.1304253553e+00 5.7781422076e+00
1.0347742486e+00 -3.2835783985e+00
-5.1072187814e+00 5.1931922232e+00
5.8172450900e+00 4.6640315008e-02
1.0356433024e+01 -1.9625854139e+00
1.8255401223e-01 -9.3386349902e+00
6.6237684625e-01 1.9206656321e-01
7.8438326444e-01 4.4206016333e+00
-6.8664964282e-01 -4.5157561119e+00
-6.0056762159e+00 2.4879874111e+00
8.5284606880e+00 -3.3474318768e+00
7.0669400320e+00 -2.9940339559e-01
9.4790321096e+00 2.3875285423e+00
-4.7385905645e+00 1.0307064635e+01
-5.2709633812e+00 -3.1623585095e+00
-2.4304260834e+00 6.4568595373e+00
-6.3039391541e+00 3.1961073362e+00
-1.0745578028e+01 1.9174374965e+00
5.5440649223e+00 -7.7112733024e+00
-7.4569074198e-01 1.2265926990e+00
1.1107481085e+00 -7.7974826285e+00
-9.2930506653e+00 9.6933624660e+00
3.6878762656e+00 -9.3465486337e+00
3.8962685323e+00 -8.2731132870e-01
-3.3455805952e+00 2.6318527191e-01
-7.9802626811e+00 -5.1667113454e+00
-4.9974666684e+00 5.4507358385e+00
-1.1699069477e+00 6.0101355625e+00
7.0158343303e-01 -4.7795487345e+00
-5.6522737629e+00 8.1120368737e-01
2.5363589545e+00 -7.0538419789e+00
-8.5653802373e-01 -4.1640778486e+00
2.3233806162e-01 2.0147616394e+00
-5.5360474245e-01 -1.0625506361e+00
-5.0139022730e+00 9.2560941809e+00
8.3306501686e-02 3.9935383880e+00
-5.8052747659e+00 7.0727804273e+00
5.4447917399e+00 -8.1094879919e+00
5.3416977917e+00 -4.7529510503e+00
9.9208402176e-03 -8.9845651397e-01
-7.1329522074e+00 -2.3767693975e+00
-4.7454533511e+00 5.5950242280e+00
2.2257363694e+00 -3.0055631945e+00
2.0248278836e+00 3.8189653558e+00
-1.8075140444e+00 -6.4443971329e+00
5.8193864404e+00 -5.5219034558e+00
1.6186795561e+00 -2.8867885449e+00
-3.0133302307e+00 9.1347860350e-01
-5.4394642859e+00 7.0369184044e+00
1.0588593634e+01 -5.4632702736e+00
8.4237909881e+00 -1.5255793520e+00
6.8191159168e+00 4.7049252278e+00
9.4652984990e+00 3.5910429358e+00
-1.9472159761e+00 9.4632428325e+00
-2.2616268340e+00 -7.7358661760e+00
-1.0396952171e+01 3.6605973122e+00
3.2822498964e+00 -1.4686222655e+00
5.3688360565e+00 -7.3132496747e+00
3.0936627277e+00 -4.2008484621e+00
-5.3528380859e+00 7.8221302856e+00
3.2912862879e+00 -7.0571343949e+00
4.5353047898e+00 3.4862268715e+00
1.3050948401e+00 -4.5237706027e+00
-8.4065577275e+00 -2.8590649721e+00
1.1764919274e+00 1.3815460521e+00
9.0788614006e+00 3.7490406799e+00
-6.7007583584e+00 3.6256868019e+00
-1.4343394972e+00 8.8461004644e+00
3.0671178187e+00 -4.2823014130e+00
-3.9761391188e+00 5.7842144039e+00
-1.1272127639e+01 -5.9207504810e-01
-7.9242104459e+00 8.0524097019e+00
6.5105813817e+00 5.4680379852e+00
-8.7726617147e+00 -2.3513210771e+00
5.1277904958e+00 -1.0898714489e+01
1.0980045576e+01 -3.8122578096e+00
-3.8583827013e+00 -2.3602058041e+00
7.0079526148e+00 -3.2148976960e+00
1.8979686257e+00 4.8663973956e+00
-2.8501607123e+00 9.4043367467e+00
6.6788567296e-02 -7.5248121452e+00
5.8379832569e-01 2.5046416350e+00
2.6500605737e+00 -3.3955804828e+00
6.8261679579e+00 -6.2184894118e+00
2.7835461768e+00 5.0974093097e+00
3.4729566059e-01 7.8735976572e+00
5.9494560324e+00 -4.4468940670e+00
1.1364215480e+01 -5.1542651662e-01
1.7767261924e+00 -2.6700356510e+00
7.7153620190e+00 -1.9594845139e+00
-7.7020629849e+00 1.0008282682e+01
2.9748986839e+00 -5.8022063328e+00
5.0330475793e+00 -5.7180849573e+00
-2.5683089103e+00 2.3920017927e+00
5.0354757716e+00 2.9536552577e+00
-8.9151805685e+00 -3.1669508071e+00
-1.4119251973e+00 3.8102840243e+00
-6.0888824995e+00 -4.1170845126e+00
7.9072084949e+00 -8.3162336241e+00
-9.6982298837e+00 3.4378933403e+00
-3.8752753529e+00 8.9945107567e+00
9.9854635150e+00 -8.1767751862e+00
-9.5159540039e-01 -8.2089994867e+00
-8.7132438588e+00 -2.2385832687e+00
2.1725156345e+00 -1.1062107711e+00
1.6700672983e-02 2.7453234085e-01
1.4100691071e+00 7.4645454343e+00
-2.8408209672e+00 4.0415879077e+00
5.7096165419e+00 -5.9724563387e+00
4.4552191408e+00 -1.8297171547e+00
-4.1148334580e+00 1.6280997777e+00
9.1045504576e+00 2.3998416587e+00
5.5444889814e+00 -7.3651816065e+00
3.1501542298e+00 5.9469927865e+00
-3.4732494805e+00 -7.3674091102e+00
-6.3551075917e+00 -2.1747508609e+00
-5.2459395851e+00 1.3192077288e+00
4.7345492691e+00 -3.9609135772e+00
1.8226197382e+00 -2.0701584323e+00
-5.4930284814e+00 4.7305621020e+00
-3.8559313127e+00 3.7959296758e+00
-4.7156382705e+00 6.6037950582e+00
4.0556090121e+00 -9.2214084674e+00
-8.0628634132e+00 2.1320390398e+00
-3.3654604274e+00 -6.4659671747e+00
-1.3620604723e+00 6.6305036358e+00
-1.8406790131e+00 -8.5649084729e+00
1.0269914972e+01 -1.2819043511e+00
-2.5212157508e+00 6.1340256631e+00
-3.1115707056e+00 3.8128319056e+00
-4.7051729895e+00 9.3306204191e+00
9.0530879573e+00 -9.4965736173e+00
6.5233176817e+00 -3.9115880170e+00
-5.9610263446e+00 -3.6862972491e+00
-1.0026885825e+01 1.8669489184e+00
-1.0334391694e+01 4.5910837025e+00
4.4393900962e+00 6.1269944253e+00
3.0224008356e+00 -7.3751413972e+00
4.0462129247e+00 -7.6138949800e+00
-2.9433476689e+00 2.6852876497e+00
-3.1856861784e+00 7.8670786637e+00
3.7858095002e+00 -3.8944999260e+00
4.4976338966e+00 -4.1901672361e-01
-3.2353357981e+00 -2.7505818737e+00
-3.3838648162e+00 5.0191868801e+00
3.2184211501e+00 -8.5739218286e+00
-1.5328411282e+00 1.0976377913e-01
1.0237422734e+01 8.0090653066e-02
-2.7235572691e+00 6.2691501080e+00
-2.5876790326e+00 -3.9264018872e+00
-2.7341417129e+00 6.3040228475e-02
-3.8239443092e+00 2.2300135977e+00
9.6807169207e+00 -7.7184188016e+00
9.6312451885e+00 -9.9348159783e+00
-9.9574381671e+00 7.2516367573e+00
2.8587437319e+00 -1.2636266482e+00
5.2490954021e+00 1.4176986822e+00
-3.9184131375e+00 -8.4941849680e-01
2.7627915070e+00 -6.1659177924e+00
-5.9475969843e+00 -2.4343667832e+00
-8.7548686060e+00 6.8291652993e+00
-4.4706524216e+00 -6.4684115314e+00
1.1577237587e+01 -6.4033231378e+00
1.2062015878e+00 1.2293838108e+00
-7.9960352014e+00 7.5682847710e+00
1.5238132785e+00 8.0162031780e+00
-3.2706532468e+00 5.4669792657e+00
5.8012147472e+00 -7.1450269690e+00
-5.1189099545e+00 -2.4867047706e+00
6.3932011554e+00 3.4085455033e+00
3.3144001949e-01 4.4081179340e-02
-4.0866928715e+00 4.6104664210e+00
-2.3463593274e+00 3.0915029341e+00
7.1851867537e-01 -4.3535643703e+00
5.7562294970e+00 5.2063352726e+00
-7.4910090770e+00 3.1097188233e+00
-3.7016046913e+00 1.3233071108e-02
-6.0099236106e+00 -3.2533382756e+00
-6.6372265666e+00 6.7780164130e+00
-1.3544075265e+00 8.8158587235e+00
4.6266800576e+00 -6.2480732136e+00
-8.9891676194e+00 -2.9321234823e+00
9.0810421222e+00 -1.0030581468e+00
-6.7151494504e-01 6.4918694404e-01
-6.9121643639e+00 4.3592804607e+00
-1.0321741159e+00 7.2791089708e+00
2.9369041008e+00 -6.1887311107e+00
-2.9696823861e+00 4.6998306433e+00
2.1975860280e+00 -3.3618355823e+00
6.0315424486e+00 5.6176980901e+00
-6.5566986081e+00 -3.6477594172e+00
-1.0242599145e+01 -1.4753161670e+00
8.8664282282e+00 -3.8757393990e+00
6.4773409893e+00 -3.3635349860e-01
-3.6096081093e+00 8.6205203450e-01
3.3673311915e+00 1.4789283079e+00
7.3416702944e+00 3.3437106869e+00
-9.5854987464e+00 2.7439575167e+00
2.2483127760e+00 -8.6667447918e-01
-8.2825915422e+00 5.8859757952e+00
4.8360719830e+00 -7.0332373392e+00
-1.5633552977e+00 -7.9222915378e+00
5.9188166507e+00 -2.2809772632e+00
9.5254048619e-01 -5.6916198918e+00
1.0081858687e+01 -8.1516986789e+00
-4.6383831332e+00 7.4298211831e-01
1.6522577005e+00 2.1467733988e+00
-3.3389805788e+00 5.4307391227e+00
7.6443332788e+00 -1.0245944637e+01
5.3562102691e+00 -6.6814578628e+00
2.5470925095e+00 7.8135705738e+00
2.3427053896e+00 -8.4375871249e-01
-6.2847687844e+00 7.4165684187e+00
2.0839737533e+00 -4.7928682617e+00
-6.6127834038e+00 -2.9744172041e+00
-1.7785125225e+00 4.6571749426e+00
-9.4177856848e-01 -3.6924635162e-01
1.1685043019e+01 2.9928234211e-01
-5.3169027806e+00 -2.0946326191e+00
-3.4741498268e+00 4.5119600998e+00
1.5393296108e+00 -6.2699456188e+00
7.5329638250e+00 1.6454463321e+00
1.5211054553e+00 -9.7542528809e+00
6.6765283347e+00 -6.9979962455e+00
-5.5804314389e+00 7.9228072994e+00
1.1084083134e+01 -4.0873830943e+00
-1.0694599839e+01 5.9754931754e+00
-5.9426168873e+00 5.9164074859e+00
7.3430980389e-02 -2.6677363926e+00
-3.7542606945e+00 6.0139035279e+00
-1.9875778853e+00 -7.2986364179e+00
-6.2559569993e-01 -5.5021016627e+00
6.6279586225e-01 -9.1701646336e+00
-8.9403631239e+00 1.0280138886e+01
-3.2789130911e+00 -2.4253742561e+00
7.3443799845e-01 -2.6342448323e+00
7.0168021457e+00 -3.2694487628e+00
-2.0995677010e+00 3.7488482239e+00
-5.9544075596e+00 6.6819692463e+00
1.3649265962e+00 -6.5174927601e+00
-5.7882337224e+00 -5.6169827414e+00
-1.0251846722e+01 -2.0970670414e+00
4.5056787923e+00 4.2680858998e-01
9.1116309781e+00 -5.7360105009e+00
-9.1634143324e-01 -1.6000989495e+00
-2.2788059161e+00 2.7783646382e+00
1.1109622877e+01 -8.4446809601e+00
-3.5647373553e+00 4.6736658194e+00
3.8483259563e+00 1.8062481013e+00
1.4824689925e+00 -3.5327162695e-01
-7.7846741638e+00 6.8011015603e+00
4.5509779212e+00 3.5577524173e+00
-6.8329105619e+00 5.9055713098e+00
-3.5201124143e+00 -1.7746874588e+00
-9.4179322589e+00 2.6366789182e+00
8.2203908247e+00 3.7705655227e+00
2.7668610849e+00 -2.3116379927e+00
-2.2546397391e+00 -3.2365250756e+00
-3.0250804694e+00 2.2312979688e+00
2.2799762730e+00 -4.6637717051e+00
-3.8914133256e+00 -5.1147231189e-01
-2.7832330046e+00 6.9207774653e-01
-5.7510723664e+00 -1.9355379288e+00
-3.8992205038e+00 8.8351790923e+00
-1.9470210354e+00 2.0063722347e+00
6.4893497974e+00 1.4026477504e+00
-9.7184988120e+00 -2.1355318242e+00
3.5078467506e+00 1.1128555789e-01
-2.9863817039e+00 8.9675876660e+00
-4.4894768446e+00 7.4852616763e+00
-2.0887084578e-01 -5.8411570255e+00
2.7689718791e+00 -3.2157627280e+00
-7.6244410788e+00 3.0167940575e+00
-1.0415136352e+01 4.4321884326e+00
5.5341098079e+00 2.5515702794e+00
-4.4475365008e+00 -6.3371490502e+00
-4.8055035965e+00 5.9208718442e+00
4.0963801556e+00 -6.1833777358e+00
-2.4105373886e+00 -1.5062465305e+00
6.2836875632e+00 2.0402662520e+00
4.3108597696e+00 -9.6792213107e+00
-2.8314691030e-01 -2.6700242804e-01
1.5584682478e+00 7.8030358980e+00
-5.0874619779e-01 -3.5561979920e-01
4.7657285613e+00 -1.1435590550e+00
-8.6984281409e+00 9.0265530533e+00
-9.0216249450e+00 5.4101152303e+00
-4.0979415358e-01 4.2159933736e+00
6.4568131418e+00 -7.0249870672e+00
3.2997844332e+00 -3.4500697647e+00
6.1759543122e+00 -5.7421942857e+00
4.9661599491e+00 -4.6649216014e+00
-1.0577161292e+01 2.3774753864e+00
-7.7595343985e+00 -4.1763210949e+00
4.4349059491e+00 5.1815710942e+00
2.4356472227e+00 2.5565613759e+00
-1.6611646283e+00 7.4085550263e+00
3.3561996269e+00 -4.4015725538e+00
-5.4430660230e+00 -2.5766977222e+00
1.1528382929e+01 -3.5721557141e+00
-1.1097435186e+01 6.3781097628e+00
2.9127649386e+00 6.9063978120e+00
2.3069940328e-01 -9.0080823750e+00
4.1643199563e+00 3.0189196075e+00
-8.0318397153e+00 7.7848387122e+00
-2.1509051694e+00 -1.2735185955e+00
6.9699655474e+00 2.8372703212e+00
3.3727780553e+00 -4.9682842527e+00
1.1267013868e+01 -6.0330867913e+00
2.9711411163e+00 -3.2945283932e+00
3.3477224832e+00 3.4536908501e+00
-1.8014275347e+00 5.6765397600e+00
8.3140405799e+00 -3.7147715530e+00
6.7071263033e-01 -7.0827056226e+00
3.8072919520e+00 -3.9967432316e+00
1.8430318994e+00 1.3602583879e+00
1.1372122079e+01 -2.5793243992e+00
-6.8372486952e+00 -2.1703823415e+00
5.3049961273e+00 -7.5269252860e+00
-9.7142594717e+00 6.3692209450e+00
-4.9507596492e+00 4.9604001408e+00
9.4890778177e+00 2.2829848117e+00
4.0558892588e-01 -3.1561586513e+00
-1.0558009723e+01 5.9987970073e+00
1.3830391281e+00 1.1194908870e+00
-5.9844922735e+00 2.0828996486e+00
-2.3365874099e+00 -1.8200232704e+00
5.2316817609e+00 -1.0036440688e+00
3.1142866566e+00 -4.6541140765e+00
6.6735253912e+00 1.8982726800e+00
-4.4697767412e+00 1.5324175525e+00
5.6952660913e+00 -2.2996396814e+00
-2.1443239645e+00 6.2749307187e+00
3.8988951650e+00 -9.6342263083e+00
-6.0661349138e+00 -1.1078382685e+00
5.8127174953e+00 8.6905784990e-01
2.9181794786e+00 -9.0368576861e+00
8.8404748459e+00 5.2270415231e-01
-2.7349195498e+00 -1.3720080313e+00
1.4715280822e+00 2.0606949911e+00
-3.3082110388e+00 -7.3215083555e+00
-4.4536735024e+00 4.8907007625e+00
3.1815579819e+00 2.7069016182e+00
3.2797060740e+00 -3.1345111044e+00
1.3630005606e+00 1.6475876359e+00
-3.3783216379e+00 -6.3720377054e-01
6.0949696117e+00 -2.7307868491e+00
-6.1377076152e+00 3.0537798647e+00
-3.5587150398e+00 -2.0018771380e+00
6.1560647067e+00 2.0328169092e+00
4.9893342648e+00 1.5989008322e+00
-5.5141559820e+00 7.9791981954e+00
-4.5880643967e+00 6.0099694814e+00
4.7239868455e+00 -6.3931263926e+00
-6.5469522224e+00 4.8971841735e+00
6.7147942037e+00 -5.5693396522e+00
-2.0167011492e+00 7.0087619304e-01
-3.9182405867e+00 -3.6704740907e+00
-6.8254712242e+00 8.2972937917e+00
-4.5632412651e-01 -8.6377183870e+00
7.4300577935e+00 4.3113352097e+00
-1.7963703675e+00 3.4080788609e+00
-4.5805050792e+00 -1.7601805600e+00
1.1681853397e+01 -2.5492618428e-01
3.1220312063e+00 -4.4954300308e-01
-1.1208503632e+01 3.7803436983e+00
9.3895602605e-01 5.1231576501e+00
5.5100109243e+00 -6.0540317291e+00
2.6661630043e+00 2.6117814750e+00
-2.1648457054e+00 2.1064909575e+00
-2.7449444457e+00 6.7540968749e+00
2.3497401486e+00 -3.1045576135e+00
2.0430232208e+00 9.8482813491e-01
5.4918860999e+00 -3.2893044903e+00
-9.1314041515e-01 -1.2948514908e+00
5.4074416371e+00 5.3412572752e-01
-5.4031121181e+00 3.5413238227e+00
-1.9613886410e+00 6.7895554741e+00
-8.7305188998e+00 3.5273023866e+00
-4.0321308036e+00 -2.4987758678e+00
-2.8738330779e+00 3.3020330136e+00
-3.2207938264e+00 -2.6444235226e+00
1.9289690993e+00 2.8372563477e+00
1.6032507132e+00 -5.6514711791e+00
-8.2797491773e+00 5.9368878113e+00
5.3931831467e+00 -5.1212075847e+00
-4.0247569074e+00 5.2138335886e+00
-3.2581777646e+00 6.3480702712e+00
2.0624834449e+00 -9.7078406192e+00
7.6700382364e+00 -4.3573389045e+00
-9.8928208456e-01 -1.0623248379e+00
-5.4632539267e+00 9.5879185471e-01
2.6968133250e+00 2.3150217858e+00
1.1447860910e+01 -5.9726471892e+00
-6.5107501782e+00 -2.5771949627e+00
-2.7607466662e+00 5.2304638060e+00
2.4345209101e+00 -3.5869887663e+00
4.9138363545e+00 3.9359076022e+00
-5.5664180349e+00 5.2424302461e+00
-6.6044500581e+00 7.6027901774e+00
5.3169346844e+00 -7.0733087907e+00
-3.4950727280e+00 4.8690623729e+00
1.7956694496e+00 -6.7106282153e+00
5.1496077798e+00 3.8888708400e-01
6.7852185649e+00 -1.0295696545e+01
-6.3963422868e+00 1.6871389597e+00
-4.3061735094e+00 -2.4684519824e+00
1.0250576561e+01 -1.3243221977e+00
-8.7785632274e+00 5.4569135107e+00
7.4659243419e-01 6.4679540414e+00
-5.5687525588e+00 7.2811653075e+00
6.5132488721e+00 -3.1989720076e+00
8.0927217249e+00 -9.3869303391e+00
-8.2433830015e+00 9.6493073654e+00
-4.9347782494e+00 -2.6863880400e+00
-4.2444148417e+00 6.4197605073e+00
5.7529246547e+00 2.4491699374e+00
-6.7324053607e+00 7.1791572008e+00
8.3418949141e-01 -6.1966900621e+00
-2.6959907412e+00 6.0025330764e-01
1.0675096592e+01 -7.4965579242e+00
-7.8373628100e+00 4.4667235101e-01
8.9371836605e+00 2.9992193113e+00
1.0362414418e+01 -5.8826084804e+00
-1.3294088076e+00 -6.2326228301e-01
-9.7545568412e+00 -1.5777111110e+00
6.3740710784e+00 -5.6927329303e+00
-3.7078931347e+00 1.7664005998e+00
6.4167104434e+00 2.4291739575e+00
-2.8296733181e+00 7.8857906963e+00
-2.2604631893e+00 3.4324821503e+00
1.1082114402e+01 -8.6030172264e+00
6.5955587850e+00 3.2718828711e+00
-4.2368966855e+00 -2.3215201731e+00
-1.0618782647e+01 9.4567974944e-02
-4.1206378576e-01 -2.3547424898e+00
1.9910035947e+00 3.3969417847e+00
-7.6140065770e+00 -2.8499876355e+00
-8.6696499902e+00 2.3351184334e+00
8.9572636495e+00 3.1570953316e+00
-7.2919817212e+00 1.9051685230e+00
-1.0737961769e+01 8.7408409490e+00
-2.0811549592e+00 -6.3178989143e+00
1.3455737606e+00 -6.7492022050e+00
7.0320640803e+00 -8.6551039006e+00
7.9876466040e+00 -1.9153697799e+00
-3.4128116788e+00 -2.6364846799e+00
-5.3343792857e+00 -1.2301000898e+00
5.3525164107e+00 1.3043122086e+00
-5.4601195473e+00 1.0469330890e+01
-5.0349512426e+00 -2.1560486221e+00
-5.3192165642e+00 5.3270906498e+00
1.7305064314e+00 -7.8952544051e-01
3.7746115153e+00 -2.2246680158e+00
-1.1183281481e+01 5.2738674319e+00
-6.1362704429e+00 7.0894798205e+00
-7.9486588407e+00 -1.5012669508e+00
2.6653594338e+00 -3.9388718052e+00
-1.9501002821e+00 -5.7050604272e+00
3.8664925334e+00 1.8980211065e+00
3.0209878665e+00 -8.3771159892e+00
-4.6637392224e-01 -3.3762232223e-01
5.0950052573e+00 2.9068888425e+00
-2.4249046919e+00 -7.3823815324e+00
2.1479632017e+00 -5.7489436938e+00
-6.9003193508e+00 7.8062344698e+00
4.0186526206e+00 6.4105517193e+00
8.5194581059e+00 -6.7261820183e+00
-2.8718606824e+00 -1.7000850924e+00
2.1174997016e+00 -2.3707411633e-01
5.3388454309e+00 -5.6454595105e+00
-1.1429120950e+01 1.2266030832e+00
-4.9466964863e+00 5.2854112886e+00
8.8123323993e+00 -9.0396140377e+00
5.9800527394e+00 -8.6183180069e+00
-2.8468880019e+00 6.2189535915e+00
-2.7933252397e+00 9.4634068365e+00
-8.2849791631e+00 -2.6637159009e+00
4.1024190380e-01 -9.3787468124e-02
-6.6102523391e+00 3.2846648106e+00
4.9097699458e+00 -5.6810485032e+00
4.7119403911e+00 -4.0636265691e+00
2.9305568583e+00 -4.0671660421e+00
-5.5319449060e+00 3.2103262226e+00
9.0271264408e+00 -7.8800338727e+00
-1.7019726773e+00 4.4754066606e+00
3.8948462541e+00 -4.2075766871e+00
4.0729632825e+00 1.2185612539e+00
3.0041498328e+00 -5.0751060001e+00
4.4853645478e+00 1.1569366007e+00
-2.7634748530e-01 -5.1502513321e+00
1.0084453654e+00 6.5137485991e+00
-2.5415452048e+00 6.5520657868e+00
-2.9832226997e+00 3.8602306432e+00
1.1591085561e+01 -3.7268317799e+00
1.8218801378e+00 -1.0340672779e+00
-2.7433416154e+00 -8.0002541766e+00
-2.4369472334e+00 -2.4555665563e+00
4.9021570313e+00 5.4907021037e+00
7.1612989810e+00 -4.3752360460e+00
4.6630311851e+00 -4.8459802047e+00
8.4556895616e+00 5.8766129232e-01
-1.1247770486e+01 1.5831384788e+00
1.0334484783e+00 -2.6599914217e-01
2.0699567168e-01 -9.7364769113e+00
4.8230873254e+00 -7.2468872753e+00
-6.1889906553e+00 4.1648515569e+00
3.2867829428e+00 -5.2489615167e+00
-1.3653732923e-01 1.0661402243e-01
-8.7941595055e+00 8.1170028124e+00
-2.9240772859e+00 -1.8435850377e+00
7.1165039764e+00 -9.4079947108e-01
4.1141724587e+00 -9.8480046104e+00
-3.4550612307e+00 5.1225512162e+00
-2.7109980517e+00 3.5451175543e-01
-6.1001308346e+00 5.0482083176e+00
1.1991732801e+00 1.7484899059e+00
-2.3874562857e+00 -8.0688005556e+00
5.9111506195e+00 -6.0745718654e+00
1.2608916555e+00 -9.4317050503e+00
-1.0442210911e+01 3.9662293665e+00
1.6648291294e+00 -8.0681936611e+00
2.3232346145e+00 1.0131518069e-01
8.8428290403e+00 2.9102935287e+00
-5.9336556754e+00 7.3613041690e+00
1.0271050402e+01 2.9689133632e+00
-6.9653296805e+00 7.4005891751e+00
-7.7515646889e+00 5.0325684100e+00
-3.3056735019e+00 -3.3912951640e+00
-5.1097966562e+00 7.0507657611e+00
9.3942626436e+00 -5.9226885998e+00
-5.7169961239e+00 8.7771035702e+00
2.1095075384e+00 -9.7904770450e+00
1.1271643372e+01 -7.0298600668e+00
2.1899277723e-01 -7.1781706103e+00
-2.9045796131e+00 3.3636052712e-01
1.7988677808e+00 7.8920016642e+00
1.5465858775e+00 5.5212798986e-01
-1.2520726298e-01 9.7742176699e-01
-1.5906716948e+00 4.3966419619e+00
-5.1873783063e+00 -3.1211120487e+00
-7.7620775550e+00 6.8632155215e+00
4.5098341977e+00 1.0924939866e+00
1.9602935138e+00 5.4288312643e+00
2.3532397785e+00 -8.1481600032e+00
-4.2063436098e+00 5.1978984591e+00
3.3561443631e+00 2.3647329313e+00
-5.8784717363e+00 2.5601410707e+00
-1.7782279308e+00 -4.4938236681e+00
3.9279657491e+00 -1.2274340336e+00
1.1234880752e+00 -5.1013932287e+00
-9.4079784746e+00 1.2210324573e+00
-1.8951467762e+00 -6.1623851358e-01
-1.2867496330e+00 1.0070805288e+00
1.1081683506e+01 -6.6556644448e-01
-2.0684814657e+00 9.0269365626e+00
-3.1040280666e+00 -4.8584065215e+00
6.0238190804e+00 2.8943585194e+00
5.1141384301e+00 -1.0116525264e+01
-6.2779630031e+00 7.7789266574e+00
4.5454063751e+00 -5.3086159053e+00
-1.0245908657e+01 8.5863693423e-01
2.6884920514e+00 -6.6531341275e+00
1.7627348199e-01 4.1719105864e+00
7.3955413706e-01 -8.0676505841e+00
8.6008630700e-01 -1.5193745667e+00
-9.8732992261e+00 -2.6299168878e+00
-4.1575963439e-01 2.0056725651e+00
-4.6840103100e+00 8.5364461065e+00
2.2343254793e+00 -4.6109031018e+00
2.0838860800e+00 3.9311409862e+00
1.6619738617e-01 -7.5877622337e-01
-2.0579129392e+00 6.3829003404e+00
2.8723715693e+00 -6.7037863665e+00
-4.2677616253e+00 5.1061281752e+00
-1.0147374681e+01 2.6882196357e+00
-4.6824331907e+00 5.5709726703e+00
2.0426769080e+00 -3.7805118860e+00
9.7864438846e-02 7.7554599623e+00
-1.1352368394e+01 5.3872392819e+00
3.5884906896e+00 -1.1784312158e+00
-7.2526027313e+00 2.3211764664e+00
-7.9560319306e+00 -6.5830293493e-01
5.8637853061e+00 -6.7802038338e+00
-3.7845590678e+00 1.2549293385e+00
-4.4699741080e+00 5.7415142370e+00
9.3349767738e+00 -7.0208236730e+00
5.7054916193e+00 -6.3731462207e+00
4.0049270576e+00 6.3420765604e+00
8.7319837958e+00 -2.4181729789e+00
-2.5401412900e+00 9.5567695535e+00
-1.0949652915e-01 -5.5633119150e+00
9.8295603140e-01 -4.8310088442e+00
2.9224279561e+00 -4.6735667394e+00
-6.0932774785e+00 7.9062851944e+00
3.2644834836e+00 -6.9154366882e+00
7.6743383012e+00 1.4714384991e+00
-8.8839638344e+00 4.5760651230e+00
1.7789913282e+00 -4.6416801875e-01
-2.1245923968e+00 1.2167155621e+00
4.3825113314e-01 -7.8347502557e+00
1.0000310529e+01 2.5979949738e+00
-9.1685793343e+00 4.2072214800e+00
6.5470441981e+00 -5.7691805353e-01
1.8853290007e+00 -4.5755168132e+00
-4.5004527550e+00 7.8384029189e+00
6.5358847753e+00 -8.9273515959e+00
-2.3269670363e+00 8.7389977350e+00
3.4225257189e+00 -5.3331078606e+00
2.6536490843e+00 6.2066548309e-01
-7.0491295074e+00 1.0603608572e+00
-1.6165610700e+00 4.3714020030e+00
9.5805901103e+00 -7.7932265117e+00
-2.0333127379e+00 8.5504052526e+00
-9.2036114744e+00 -1.5378602416e-01
2.7976902966e+00 -6.0639332767e+00
9.9785452188e+00 -4.0044988339e+00
6.2926471569e+00 -6.9322148024e+00
-5.8715872431e+00 -7.4003413980e-01
-8.1272225770e+00 9.8607240197e+00
-4.4478106638e+00 -6.5671043415e+00
1.2854166642e+00 2.2934750124e+00
-8.1570964511e+00 6.1320170922e+00
-4.4831536456e+00 1.8969735029e-01
4.9248967956e+00 -5.5174387348e-01
1.0830283484e+01 5.1162418528e-01
5.2608052772e+00 -7.1108613871e+00
7.2747488279e+00 4.6027645337e+00
1.0061681104e+00 -2.8535030473e+00
-2.1281734499e+00 8.9244135860e+00
-3.6717980373e+00 6.1769577480e-01
5.7871209766e+00 -5.2534344784e+00
4.5480297806e+00 -4.7442958140e-01
1.6342332410e+00 7.4082035664e+00
2.7947849176e+00 -4.6237853231e+00
-1.0544448740e+01 -1.4016163592e+00
8.3985303442e-01 2.7449639388e+00
