# S[m] sigma_x[mm] sigma_y[mm] N mean_P[MeV/c] beta_x[mm/mrad] beta_y[mm/mrad] beta_z[mm/mrad] alpha_x[mrad] alpha_y[mrad] alpha_z[mrad] mean_E[MeV] sigma_px[mrad] sigma_py[mrad] 
7.6550000000e-01 3.6385492577e+00 4.6048765571e+00 1.4857000000e+04 6.3888677055e+01 4.9457455017e-01 7.9353128096e-01 5.1508233626e+04 -4.2027090346e-01 1.2197744577e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.6600000000e-01 3.6400967824e+00 4.6045235713e+00 1.4857000000e+04 6.3888677055e+01 4.9499545514e-01 7.9340955137e-01 5.1541877149e+04 -4.2146048046e-01 1.2133790316e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.6650000000e-01 3.6416480206e+00 4.6041724143e+00 1.4857000000e+04 6.3888677055e+01 4.9541754968e-01 7.9328846127e-01 5.1575520672e+04 -4.2265005746e-01 1.2069836055e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.6700000000e-01 3.6432029678e+00 4.6038230864e+00 1.4857000000e+04 6.3888677055e+01 4.9584083379e-01 7.9316801064e-01 5.1609164195e+04 -4.2383963446e-01 1.2005881794e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.6750000000e-01 3.6447616192e+00 4.6034755882e+00 1.4857000000e+04 6.3888677055e+01 4.9626530747e-01 7.9304819950e-01 5.1642807718e+04 -4.2502921146e-01 1.1941927533e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.6800000000e-01 3.6463239700e+00 4.6031299199e+00 1.4857000000e+04 6.3888677055e+01 4.9669097072e-01 7.9292902784e-01 5.1676451240e+04 -4.2621878846e-01 1.1877973273e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.6850000000e-01 3.6478900155e+00 4.6027860821e+00 1.4857000000e+04 6.3888677055e+01 4.9711782353e-01 7.9281049565e-01 5.1710094763e+04 -4.2740836546e-01 1.1814019012e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.6900000000e-01 3.6494597508e+00 4.6024440751e+00 1.4857000000e+04 6.3888677055e+01 4.9754586592e-01 7.9269260295e-01 5.1743738286e+04 -4.2859794246e-01 1.1750064751e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.6950000000e-01 3.6510331714e+00 4.6021038994e+00 1.4857000000e+04 6.3888677055e+01 4.9797509787e-01 7.9257534973e-01 5.1777381809e+04 -4.2978751946e-01 1.1686110490e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7000000000e-01 3.6526102723e+00 4.6017655553e+00 1.4857000000e+04 6.3888677055e+01 4.9840551939e-01 7.9245873599e-01 5.1811025332e+04 -4.3097709646e-01 1.1622156229e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7050000000e-01 3.6541910489e+00 4.6014290433e+00 1.4857000000e+04 6.3888677055e+01 4.9883713048e-01 7.9234276173e-01 5.1844668855e+04 -4.3216667346e-01 1.1558201969e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7100000000e-01 3.6557754963e+00 4.6010943637e+00 1.4857000000e+04 6.3888677055e+01 4.9926993114e-01 7.9222742696e-01 5.1878312378e+04 -4.3335625046e-01 1.1494247708e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7150000000e-01 3.6573636098e+00 4.6007615170e+00 1.4857000000e+04 6.3888677055e+01 4.9970392136e-01 7.9211273166e-01 5.1911955901e+04 -4.3454582746e-01 1.1430293447e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7200000000e-01 3.6589553846e+00 4.6004305035e+00 1.4857000000e+04 6.3888677055e+01 5.0013910116e-01 7.9199867584e-01 5.1945599424e+04 -4.3573540446e-01 1.1366339186e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7250000000e-01 3.6605508160e+00 4.6001013237e+00 1.4857000000e+04 6.3888677055e+01 5.0057547052e-01 7.9188525951e-01 5.1979242947e+04 -4.3692498146e-01 1.1302384926e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7300000000e-01 3.6621498991e+00 4.5997739779e+00 1.4857000000e+04 6.3888677055e+01 5.0101302945e-01 7.9177248265e-01 5.2012886470e+04 -4.3811455846e-01 1.1238430665e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7350000000e-01 3.6637526292e+00 4.5994484666e+00 1.4857000000e+04 6.3888677055e+01 5.0145177795e-01 7.9166034528e-01 5.2046529993e+04 -4.3930413546e-01 1.1174476404e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7400000000e-01 3.6653590015e+00 4.5991247900e+00 1.4857000000e+04 6.3888677055e+01 5.0189171602e-01 7.9154884739e-01 5.2080173516e+04 -4.4049371246e-01 1.1110522143e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7450000000e-01 3.6669690112e+00 4.5988029487e+00 1.4857000000e+04 6.3888677055e+01 5.0233284366e-01 7.9143798897e-01 5.2113817039e+04 -4.4168328946e-01 1.1046567882e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7500000000e-01 3.6685826535e+00 4.5984829430e+00 1.4857000000e+04 6.3888677055e+01 5.0277516087e-01 7.9132777004e-01 5.2147460562e+04 -4.4287286646e-01 1.0982613622e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7550000000e-01 3.6701999236e+00 4.5981647733e+00 1.4857000000e+04 6.3888677055e+01 5.0321866764e-01 7.9121819059e-01 5.2181104085e+04 -4.4406244346e-01 1.0918659361e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7600000000e-01 3.6718208168e+00 4.5978484399e+00 1.4857000000e+04 6.3888677055e+01 5.0366336398e-01 7.9110925062e-01 5.2214747608e+04 -4.4525202046e-01 1.0854705100e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7650000000e-01 3.6734453282e+00 4.5975339432e+00 1.4857000000e+04 6.3888677055e+01 5.0410924989e-01 7.9100095013e-01 5.2248391131e+04 -4.4644159747e-01 1.0790750839e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7700000000e-01 3.6750734530e+00 4.5972212837e+00 1.4857000000e+04 6.3888677055e+01 5.0455632537e-01 7.9089328912e-01 5.2282034653e+04 -4.4763117447e-01 1.0726796578e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7750000000e-01 3.6767051865e+00 4.5969104617e+00 1.4857000000e+04 6.3888677055e+01 5.0500459042e-01 7.9078626760e-01 5.2315678176e+04 -4.4882075147e-01 1.0662842318e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7800000000e-01 3.6783405239e+00 4.5966014775e+00 1.4857000000e+04 6.3888677055e+01 5.0545404504e-01 7.9067988555e-01 5.2349321699e+04 -4.5001032847e-01 1.0598888057e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7850000000e-01 3.6799794602e+00 4.5962943316e+00 1.4857000000e+04 6.3888677055e+01 5.0590468923e-01 7.9057414298e-01 5.2382965222e+04 -4.5119990547e-01 1.0534933796e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7900000000e-01 3.6816219908e+00 4.5959890243e+00 1.4857000000e+04 6.3888677055e+01 5.0635652298e-01 7.9046903990e-01 5.2416608745e+04 -4.5238948247e-01 1.0470979535e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.7950000000e-01 3.6832681108e+00 4.5956855559e+00 1.4857000000e+04 6.3888677055e+01 5.0680954630e-01 7.9036457629e-01 5.2450252268e+04 -4.5357905947e-01 1.0407025275e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8000000000e-01 3.6849178154e+00 4.5953839269e+00 1.4857000000e+04 6.3888677055e+01 5.0726375920e-01 7.9026075217e-01 5.2483895791e+04 -4.5476863647e-01 1.0343071014e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8050000000e-01 3.6865710998e+00 4.5950841376e+00 1.4857000000e+04 6.3888677055e+01 5.0771916166e-01 7.9015756753e-01 5.2517539314e+04 -4.5595821347e-01 1.0279116753e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8100000000e-01 3.6882279592e+00 4.5947861883e+00 1.4857000000e+04 6.3888677055e+01 5.0817575368e-01 7.9005502237e-01 5.2551182837e+04 -4.5714779047e-01 1.0215162492e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8150000000e-01 3.6898883888e+00 4.5944900794e+00 1.4857000000e+04 6.3888677055e+01 5.0863353528e-01 7.8995311669e-01 5.2584826360e+04 -4.5833736747e-01 1.0151208231e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8200000000e-01 3.6915523836e+00 4.5941958113e+00 1.4857000000e+04 6.3888677055e+01 5.0909250645e-01 7.8985185048e-01 5.2618469883e+04 -4.5952694447e-01 1.0087253971e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8250000000e-01 3.6932199391e+00 4.5939033844e+00 1.4857000000e+04 6.3888677055e+01 5.0955266718e-01 7.8975122377e-01 5.2652113406e+04 -4.6071652147e-01 1.0023299710e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8300000000e-01 3.6948910502e+00 4.5936127989e+00 1.4857000000e+04 6.3888677055e+01 5.1001401748e-01 7.8965123653e-01 5.2685756929e+04 -4.6190609847e-01 9.9593454490e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8350000000e-01 3.6965657122e+00 4.5933240552e+00 1.4857000000e+04 6.3888677055e+01 5.1047655735e-01 7.8955188877e-01 5.2719400452e+04 -4.6309567547e-01 9.8953911882e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8400000000e-01 3.6982439203e+00 4.5930371537e+00 1.4857000000e+04 6.3888677055e+01 5.1094028679e-01 7.8945318049e-01 5.2753043975e+04 -4.6428525247e-01 9.8314369274e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8450000000e-01 3.6999256696e+00 4.5927520948e+00 1.4857000000e+04 6.3888677055e+01 5.1140520580e-01 7.8935511170e-01 5.2786687498e+04 -4.6547482947e-01 9.7674826666e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8500000000e-01 3.7016109553e+00 4.5924688786e+00 1.4857000000e+04 6.3888677055e+01 5.1187131438e-01 7.8925768238e-01 5.2820331021e+04 -4.6666440647e-01 9.7035284059e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8550000000e-01 3.7032997726e+00 4.5921875057e+00 1.4857000000e+04 6.3888677055e+01 5.1233861253e-01 7.8916089255e-01 5.2853974543e+04 -4.6785398347e-01 9.6395741451e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8600000000e-01 3.7049921167e+00 4.5919079764e+00 1.4857000000e+04 6.3888677055e+01 5.1280710024e-01 7.8906474219e-01 5.2887618066e+04 -4.6904356047e-01 9.5756198843e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8650000000e-01 3.7066879827e+00 4.5916302909e+00 1.4857000000e+04 6.3888677055e+01 5.1327677752e-01 7.8896923132e-01 5.2921261589e+04 -4.7023313747e-01 9.5116656235e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8700000000e-01 3.7083873657e+00 4.5913544496e+00 1.4857000000e+04 6.3888677055e+01 5.1374764437e-01 7.8887435993e-01 5.2954905112e+04 -4.7142271447e-01 9.4477113627e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8750000000e-01 3.7100902610e+00 4.5910804528e+00 1.4857000000e+04 6.3888677055e+01 5.1421970079e-01 7.8878012801e-01 5.2988548635e+04 -4.7261229147e-01 9.3837571019e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8800000000e-01 3.7117966638e+00 4.5908083010e+00 1.4857000000e+04 6.3888677055e+01 5.1469294678e-01 7.8868653558e-01 5.3022192158e+04 -4.7380186847e-01 9.3198028411e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8850000000e-01 3.7135065691e+00 4.5905379943e+00 1.4857000000e+04 6.3888677055e+01 5.1516738234e-01 7.8859358263e-01 5.3055835681e+04 -4.7499144547e-01 9.2558485803e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8900000000e-01 3.7152199722e+00 4.5902695332e+00 1.4857000000e+04 6.3888677055e+01 5.1564300746e-01 7.8850126916e-01 5.3089479204e+04 -4.7618102247e-01 9.1918943196e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.8950000000e-01 3.7169368682e+00 4.5900029179e+00 1.4857000000e+04 6.3888677055e+01 5.1611982216e-01 7.8840959518e-01 5.3123122727e+04 -4.7737059947e-01 9.1279400588e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9000000000e-01 3.7186572523e+00 4.5897381488e+00 1.4857000000e+04 6.3888677055e+01 5.1659782642e-01 7.8831856067e-01 5.3156766250e+04 -4.7856017647e-01 9.0639857980e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9050000000e-01 3.7203811196e+00 4.5894752262e+00 1.4857000000e+04 6.3888677055e+01 5.1707702025e-01 7.8822816564e-01 5.3190409773e+04 -4.7974975347e-01 9.0000315372e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9100000000e-01 3.7221084653e+00 4.5892141504e+00 1.4857000000e+04 6.3888677055e+01 5.1755740365e-01 7.8813841010e-01 5.3224053296e+04 -4.8093933047e-01 8.9360772764e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9150000000e-01 3.7238392846e+00 4.5889549217e+00 1.4857000000e+04 6.3888677055e+01 5.1803897662e-01 7.8804929403e-01 5.3257696819e+04 -4.8212890747e-01 8.8721230156e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9200000000e-01 3.7255735725e+00 4.5886975405e+00 1.4857000000e+04 6.3888677055e+01 5.1852173915e-01 7.8796081745e-01 5.3291340342e+04 -4.8331848447e-01 8.8081687548e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9250000000e-01 3.7273113244e+00 4.5884420070e+00 1.4857000000e+04 6.3888677055e+01 5.1900569126e-01 7.8787298034e-01 5.3324983865e+04 -4.8450806147e-01 8.7442144941e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9300000000e-01 3.7290525353e+00 4.5881883216e+00 1.4857000000e+04 6.3888677055e+01 5.1949083293e-01 7.8778578272e-01 5.3358627388e+04 -4.8569763847e-01 8.6802602333e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9350000000e-01 3.7307972004e+00 4.5879364845e+00 1.4857000000e+04 6.3888677055e+01 5.1997716417e-01 7.8769922458e-01 5.3392270911e+04 -4.8688721547e-01 8.6163059725e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9400000000e-01 3.7325453148e+00 4.5876864961e+00 1.4857000000e+04 6.3888677055e+01 5.2046468498e-01 7.8761330592e-01 5.3425914434e+04 -4.8807679247e-01 8.5523517117e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9450000000e-01 3.7342968737e+00 4.5874383567e+00 1.4857000000e+04 6.3888677055e+01 5.2095339536e-01 7.8752802674e-01 5.3459557956e+04 -4.8926636947e-01 8.4883974509e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9500000000e-01 3.7360518723e+00 4.5871920665e+00 1.4857000000e+04 6.3888677055e+01 5.2144329531e-01 7.8744338704e-01 5.3493201479e+04 -4.9045594647e-01 8.4244431901e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9550000000e-01 3.7378103057e+00 4.5869476260e+00 1.4857000000e+04 6.3888677055e+01 5.2193438483e-01 7.8735938682e-01 5.3526845002e+04 -4.9164552347e-01 8.3604889293e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9600000000e-01 3.7395721690e+00 4.5867050352e+00 1.4857000000e+04 6.3888677055e+01 5.2242666391e-01 7.8727602608e-01 5.3560488525e+04 -4.9283510047e-01 8.2965346685e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9650000000e-01 3.7413374575e+00 4.5864642947e+00 1.4857000000e+04 6.3888677055e+01 5.2292013257e-01 7.8719330482e-01 5.3594132048e+04 -4.9402467747e-01 8.2325804078e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9700000000e-01 3.7431061662e+00 4.5862254046e+00 1.4857000000e+04 6.3888677055e+01 5.2341479079e-01 7.8711122305e-01 5.3627775571e+04 -4.9521425447e-01 8.1686261470e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9750000000e-01 3.7448782904e+00 4.5859883652e+00 1.4857000000e+04 6.3888677055e+01 5.2391063858e-01 7.8702978075e-01 5.3661419094e+04 -4.9640383147e-01 8.1046718862e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9800000000e-01 3.7466538252e+00 4.5857531769e+00 1.4857000000e+04 6.3888677055e+01 5.2440767594e-01 7.8694897794e-01 5.3695062617e+04 -4.9759340847e-01 8.0407176254e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9850000000e-01 3.7484327656e+00 4.5855198399e+00 1.4857000000e+04 6.3888677055e+01 5.2490590286e-01 7.8686881460e-01 5.3728706140e+04 -4.9878298547e-01 7.9767633646e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9900000000e-01 3.7502151070e+00 4.5852883544e+00 1.4857000000e+04 6.3888677055e+01 5.2540531936e-01 7.8678929075e-01 5.3762349663e+04 -4.9997256247e-01 7.9128091038e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
7.9950000000e-01 3.7520008444e+00 4.5850587209e+00 1.4857000000e+04 6.3888677055e+01 5.2590592543e-01 7.8671040638e-01 5.3795993186e+04 -5.0116213947e-01 7.8488548430e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0000000000e-01 3.7537899731e+00 4.5848309395e+00 1.4857000000e+04 6.3888677055e+01 5.2640772106e-01 7.8663216149e-01 5.3829636709e+04 -5.0235171647e-01 7.7849005822e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0050000000e-01 3.7555824880e+00 4.5846050105e+00 1.4857000000e+04 6.3888677055e+01 5.2691070626e-01 7.8655455608e-01 5.3863280232e+04 -5.0354129347e-01 7.7209463215e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0100000000e-01 3.7573783845e+00 4.5843809342e+00 1.4857000000e+04 6.3888677055e+01 5.2741488103e-01 7.8647759015e-01 5.3896923755e+04 -5.0473087048e-01 7.6569920607e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0150000000e-01 3.7591776576e+00 4.5841587109e+00 1.4857000000e+04 6.3888677055e+01 5.2792024537e-01 7.8640126370e-01 5.3930567278e+04 -5.0592044748e-01 7.5930377999e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0200000000e-01 3.7609803025e+00 4.5839383409e+00 1.4857000000e+04 6.3888677055e+01 5.2842679928e-01 7.8632557673e-01 5.3964210801e+04 -5.0711002448e-01 7.5290835391e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0250000000e-01 3.7627863144e+00 4.5837198243e+00 1.4857000000e+04 6.3888677055e+01 5.2893454275e-01 7.8625052924e-01 5.3997854324e+04 -5.0829960148e-01 7.4651292783e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0300000000e-01 3.7645956884e+00 4.5835031616e+00 1.4857000000e+04 6.3888677055e+01 5.2944347580e-01 7.8617612124e-01 5.4031497846e+04 -5.0948917848e-01 7.4011750175e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0350000000e-01 3.7664084197e+00 4.5832883528e+00 1.4857000000e+04 6.3888677055e+01 5.2995359841e-01 7.8610235271e-01 5.4065141369e+04 -5.1067875548e-01 7.3372207567e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0400000000e-01 3.7682245034e+00 4.5830753984e+00 1.4857000000e+04 6.3888677055e+01 5.3046491059e-01 7.8602922366e-01 5.4098784892e+04 -5.1186833248e-01 7.2732664960e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0450000000e-01 3.7700439347e+00 4.5828642985e+00 1.4857000000e+04 6.3888677055e+01 5.3097741234e-01 7.8595673410e-01 5.4132428415e+04 -5.1305790948e-01 7.2093122352e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0500000000e-01 3.7718667087e+00 4.5826550535e+00 1.4857000000e+04 6.3888677055e+01 5.3149110366e-01 7.8588488402e-01 5.4166071938e+04 -5.1424748648e-01 7.1453579744e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0550000000e-01 3.7736928206e+00 4.5824476635e+00 1.4857000000e+04 6.3888677055e+01 5.3200598455e-01 7.8581367341e-01 5.4199715461e+04 -5.1543706348e-01 7.0814037136e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0600000000e-01 3.7755222656e+00 4.5822421288e+00 1.4857000000e+04 6.3888677055e+01 5.3252205500e-01 7.8574310229e-01 5.4233358984e+04 -5.1662664048e-01 7.0174494528e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0650000000e-01 3.7773550388e+00 4.5820384497e+00 1.4857000000e+04 6.3888677055e+01 5.3303931503e-01 7.8567317065e-01 5.4267002507e+04 -5.1781621748e-01 6.9534951920e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0700000000e-01 3.7791911353e+00 4.5818366264e+00 1.4857000000e+04 6.3888677055e+01 5.3355776462e-01 7.8560387849e-01 5.4300646030e+04 -5.1900579448e-01 6.8895409312e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0750000000e-01 3.7810305504e+00 4.5816366592e+00 1.4857000000e+04 6.3888677055e+01 5.3407740378e-01 7.8553522581e-01 5.4334289553e+04 -5.2019537148e-01 6.8255866704e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0800000000e-01 3.7828732792e+00 4.5814385483e+00 1.4857000000e+04 6.3888677055e+01 5.3459823251e-01 7.8546721261e-01 5.4367933076e+04 -5.2138494848e-01 6.7616324097e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0850000000e-01 3.7847193168e+00 4.5812422940e+00 1.4857000000e+04 6.3888677055e+01 5.3512025081e-01 7.8539983890e-01 5.4401576599e+04 -5.2257452548e-01 6.6976781489e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0900000000e-01 3.7865686584e+00 4.5810478964e+00 1.4857000000e+04 6.3888677055e+01 5.3564345868e-01 7.8533310466e-01 5.4435220122e+04 -5.2376410248e-01 6.6337238881e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.0950000000e-01 3.7884212991e+00 4.5808553558e+00 1.4857000000e+04 6.3888677055e+01 5.3616785611e-01 7.8526700990e-01 5.4468863645e+04 -5.2495367948e-01 6.5697696273e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1000000000e-01 3.7902772342e+00 4.5806646725e+00 1.4857000000e+04 6.3888677055e+01 5.3669344312e-01 7.8520155463e-01 5.4502507168e+04 -5.2614325648e-01 6.5058153665e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1050000000e-01 3.7921364588e+00 4.5804758467e+00 1.4857000000e+04 6.3888677055e+01 5.3722021969e-01 7.8513673883e-01 5.4536150691e+04 -5.2733283348e-01 6.4418611057e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1100000000e-01 3.7939989680e+00 4.5802888786e+00 1.4857000000e+04 6.3888677055e+01 5.3774818583e-01 7.8507256252e-01 5.4569794214e+04 -5.2852241048e-01 6.3779068449e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1150000000e-01 3.7958647571e+00 4.5801037685e+00 1.4857000000e+04 6.3888677055e+01 5.3827734154e-01 7.8500902569e-01 5.4603437736e+04 -5.2971198748e-01 6.3139525841e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1200000000e-01 3.7977338211e+00 4.5799205165e+00 1.4857000000e+04 6.3888677055e+01 5.3880768682e-01 7.8494612833e-01 5.4637081259e+04 -5.3090156448e-01 6.2499983234e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1250000000e-01 3.7996061553e+00 4.5797391229e+00 1.4857000000e+04 6.3888677055e+01 5.3933922166e-01 7.8488387046e-01 5.4670724782e+04 -5.3209114148e-01 6.1860440626e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1300000000e-01 3.8014817548e+00 4.5795595879e+00 1.4857000000e+04 6.3888677055e+01 5.3987194608e-01 7.8482225207e-01 5.4704368305e+04 -5.3328071848e-01 6.1220898018e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1350000000e-01 3.8033606148e+00 4.5793819118e+00 1.4857000000e+04 6.3888677055e+01 5.4040586006e-01 7.8476127316e-01 5.4738011828e+04 -5.3447029548e-01 6.0581355410e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
8.1400000000e-01 3.8052427305e+00 4.5792060947e+00 1.4857000000e+04 6.3888677055e+01 5.4094096362e-01 7.8470093373e-01 5.4771655351e+04 -5.3565987248e-01 5.9941812802e-02 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
