 x [cm]	x' [rad]	y [cm]	y' [rad]	Phase [rad]	Kinetic Energy [MeV]	Charge State	Rest Mass [GeV/c2]
   -0.603424078060943E-01	    0.691113586065233E-01	   -0.394079886940552E-01	   -0.736385308974053E-01	   -0.931054899082209E+01	    0.182641474712142E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.675814061842686E-01	    0.116569650923554E+00	   -0.569247877641519E-01	   -0.952547020111036E-01	    0.227522287084740E+02	    0.182608384946548E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.140761701258028E+00	    0.259309380611169E-01	   -0.170696781629445E-03	   -0.692906103425887E-01	   -0.563146440441131E+02	    0.183200179053600E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.907161785967905E-01	   -0.437462185662755E-02	   -0.116424294397581E-01	    0.847409508130640E-02	    0.425081915926866E+02	    0.182152876456954E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.616591614507415E-01	    0.795488001045543E-01	   -0.261510465072135E-01	   -0.431122937787329E-01	    0.160749917102711E+02	    0.182677693452149E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.203956626889129E-01	   -0.264467506510998E-02	    0.252459144775091E-02	   -0.106011347821414E-01	   -0.755852020475275E+01	    0.182546958701124E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.232322486142266E-01	   -0.772151614820128E-01	    0.553763357911127E-01	    0.688595140385805E-01	   -0.915102866845463E+01	    0.182610313352427E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.784742905120453E-01	   -0.120223973596134E+00	    0.530463503637020E-01	    0.906603176492871E-01	    0.161161069175004E+01	    0.182662682220780E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.106170484110475E+00	   -0.832430066694819E-02	   -0.569424655608224E-02	    0.230006096629707E-01	    0.495722306606417E+02	    0.182014071997472E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.102586115300856E+00	    0.130008539690774E-01	    0.261938042681265E-02	    0.495334967634454E-01	    0.548480857620648E+02	    0.181987299802344E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.113433169180927E+00	    0.941426197910874E-01	   -0.460244434218916E-01	   -0.527993506518367E-01	    0.407197034510413E+02	    0.182318759277322E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.303011050216003E-01	    0.632149714952565E-01	   -0.439138425107852E-01	   -0.569061438873521E-01	    0.462845401179931E+01	    0.182656758365596E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.750236019947018E-01	   -0.125797049529495E+00	    0.557768769494823E-01	    0.992396849051343E-01	    0.822579036098707E+01	    0.182636307666684E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.125646589572069E+00	   -0.134134883477747E-01	    0.107096733529390E-01	    0.574527652919654E-01	    0.641943176608839E+02	    0.182021229360174E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.117425228843685E+00	   -0.106082121338751E-01	    0.134593097778712E-01	   -0.486622227946203E-01	   -0.538218120833381E+02	    0.183301314054418E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.872792887054527E-01	   -0.676933304103349E-01	    0.468048611283409E-01	    0.960463110157226E-01	    0.545039165159058E+02	    0.182210007011463E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.102991242911314E-01	   -0.499529579328456E-01	    0.106563742714823E-01	    0.554126290372171E-01	    0.188802292751645E+02	    0.182686851090352E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.507523711588239E-01	   -0.508002452991561E-01	    0.288144571381982E-01	    0.929303069232555E-01	    0.546525750234715E+02	    0.182097594722208E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.700883312947337E-01	    0.130798185574512E+00	   -0.582427531472777E-01	   -0.107385033833790E+00	    0.206346964727579E+02	    0.182625050848984E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.106037908014632E+00	    0.448918227379466E-01	   -0.218243287427479E-01	   -0.683814732222227E-01	   -0.307386866622031E+02	    0.182935006382223E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.128701957040131E+00	   -0.364503418326852E-01	    0.262578709176032E-01	   -0.753830208285447E-02	   -0.543799294798086E+02	    0.183321687936555E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.593266179296970E-01	    0.116637490610856E+00	   -0.599866998724423E-01	   -0.972910611947798E-01	    0.228642816410291E+02	    0.182604075101622E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.115456291762593E+00	    0.161649461278167E-01	   -0.176351696083792E-01	    0.171397037785529E-01	    0.578212022234717E+02	    0.181904094761265E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.788978021419935E-01	   -0.291441221935964E-01	   -0.381634640186827E-02	    0.180173916111109E-01	    0.372680432089720E+02	    0.182304949678525E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.689746890639871E-01	   -0.406064104232150E-01	    0.320105413466411E-01	    0.384059560801587E-01	   -0.277739935677330E+02	    0.182812819366163E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.966242077674845E-01	    0.106088988270663E+00	   -0.443634620388490E-01	   -0.668546882794451E-01	    0.297198180064941E+02	    0.182525552348878E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.110007729019837E+00	    0.538276839380422E-01	   -0.222620441979788E-01	   -0.792360906991445E-01	   -0.353889077604271E+02	    0.183018993585193E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.112623018215467E+00	   -0.461028192211994E-01	    0.357251045799686E-01	    0.797609764658873E-01	    0.574132815349200E+02	    0.182130347797127E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.124108120935671E+00	    0.274825177241333E-01	   -0.271583904785729E-02	   -0.892420339363229E-01	   -0.552138224773448E+02	    0.183180792094007E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.147723567771685E+00	   -0.224808551977405E-01	    0.167174353273623E-01	   -0.360007065945716E-01	   -0.594487597574027E+02	    0.183264404759242E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.108713869303444E+00	   -0.280612261237107E-01	    0.275610352346935E-01	    0.468718485780487E-02	   -0.495438026885597E+02	    0.183328743494471E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.912270023791413E-01	    0.173067370202402E-01	   -0.241160588858493E-01	   -0.468884567614174E-02	    0.465792418450616E+02	    0.182023057220704E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.128844294173730E+00	    0.323437047230170E-01	   -0.839102376680146E-02	   -0.687559277906939E-01	   -0.467062763883422E+02	    0.183163450051538E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.152305229907527E+00	    0.792440895686280E-02	    0.462673202044932E-02	   -0.674697262950383E-01	   -0.610848640230755E+02	    0.183153737376429E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.494787081715627E-01	    0.802744727180864E-01	   -0.236901794088582E-01	   -0.109923108656332E+00	   -0.279808521755873E+02	    0.182986816330555E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.863878282815565E-01	   -0.403284526100108E-01	    0.290962626141047E-01	    0.280743316923432E-01	   -0.365093825374054E+02	    0.183032042247788E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.930103447092958E-01	    0.123049669732434E+00	   -0.585693149450744E-01	   -0.902592200675588E-01	    0.307986796703576E+02	    0.182543413130176E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.589413970093258E-01	   -0.967090968303155E-01	    0.567391975454443E-01	    0.875392683751390E-01	   -0.467072763580457E+01	    0.182647373293321E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.327989326539436E-01	    0.113693594465292E+00	   -0.635918297387040E-01	   -0.108714940340447E+00	    0.162697725449694E+02	    0.182627982663774E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.117742356186064E+00	    0.342484475741727E-01	   -0.124940020410046E-01	   -0.589221979918471E-01	   -0.376738460977492E+02	    0.183049691122150E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.783157862973147E-01	   -0.836586887948719E-01	    0.449401609468176E-01	    0.644872490433832E-01	   -0.175084026070187E+02	    0.182721166295252E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.118867304837438E+00	   -0.496365024019679E-01	    0.390828943907524E-01	    0.101603312195412E+00	    0.747943467995812E+02	    0.182148619286338E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.114403952412382E+00	   -0.629660660861843E-01	    0.426983168982954E-01	    0.964219062526671E-01	    0.692895578957171E+02	    0.182146966114516E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.501940998687622E-01	    0.110848704331875E+00	   -0.612071060961001E-01	   -0.975300353329261E-01	    0.219296315075363E+02	    0.182606772742844E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.825906749656704E-01	   -0.711065317945240E-01	    0.376063115228664E-01	    0.483367837982492E-01	   -0.258125000258506E+02	    0.182834448226643E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.111845641908610E+00	   -0.947093190204927E-02	    0.193490165813489E-01	    0.815414944720774E-01	    0.682346001699115E+02	    0.182038016392383E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.534579747227152E-01	   -0.750161249990444E-01	    0.437813089351087E-01	    0.799262625220730E-01	    0.259571154792070E+02	    0.182581945201932E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.147957053986604E+00	   -0.455251518979713E-02	    0.820648644861815E-02	   -0.561965584064971E-01	   -0.592806701953552E+02	    0.183217026268778E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.133928423976938E+00	    0.300541130457418E-01	   -0.279103481077785E-02	   -0.671436330302711E-01	   -0.520972398771385E+02	    0.183202072332023E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.930866263114610E-01	   -0.409082234858774E-01	    0.124319531793752E-01	    0.421341169727177E-01	    0.440210233072076E+02	    0.182187470670669E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.974102292694155E-01	   -0.114950499756608E-01	    0.234762867741252E-01	    0.310501826972897E-02	   -0.459486887264143E+02	    0.183297599345877E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.311426851972661E-01	   -0.115414394170985E+00	    0.647009561349255E-01	    0.110716027895537E+00	    0.143763401630839E+02	    0.182657513905227E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.520282641505077E-01	    0.121495814727486E+00	   -0.498629470467545E-01	   -0.101240174458358E+00	    0.128972465613850E+02	    0.182632378141534E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.799147984054667E-02	    0.752839267624601E-01	   -0.525438772804160E-01	   -0.683278184198424E-01	    0.168415834442117E+02	    0.182651416126944E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.138825306683881E+00	    0.320780087885315E-01	   -0.703897889418167E-02	   -0.995492346579345E-01	   -0.583106743431341E+02	    0.183088231784367E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.132161191093269E+00	    0.695436826550048E-01	   -0.330336963791533E-01	   -0.173511479178964E-01	    0.508485443537595E+02	    0.182114365482988E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.126490700563969E+00	    0.439545122063422E-01	   -0.109584674676742E-01	   -0.859866836753865E-01	   -0.499584426863682E+02	    0.183166985699756E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.246547172456911E-01	   -0.846557372359652E-01	    0.501756907580373E-01	    0.742437309478025E-01	    0.119275597068024E+02	    0.182646330019409E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.892638805622318E-01	   -0.766818474593930E-01	    0.398526603739875E-01	    0.525000617773967E-01	   -0.260693261972928E+02	    0.182847822379983E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.729239961609438E-01	   -0.340743795571568E-01	    0.254892490842582E-01	    0.341005686352746E-01	    0.145871286711636E+02	    0.182694034894126E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.120760437326347E+00	   -0.699632236564921E-01	    0.312954179613520E-01	    0.260024738572492E-01	   -0.417855285321390E+02	    0.183134819014441E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.119404827352774E-01	   -0.773968331471284E-02	    0.889543001157576E-03	    0.171144262069726E-01	    0.807751143735649E+01	    0.182690885418779E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.761151531666406E-01	    0.178701872693793E-01	    0.179190683991140E-01	   -0.209082790617639E-02	   -0.364894615407364E+02	    0.183024234038598E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.237204424710843E-01	    0.110815781110230E+00	   -0.638609034132438E-01	   -0.108828532473963E+00	    0.147617226718254E+02	    0.182635511663420E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.127490036055656E-01	    0.527455628684553E-01	   -0.463014358985395E-01	   -0.372791142265814E-01	    0.255790896909732E+02	    0.182591588130165E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.141845082038819E+00	    0.511649606866565E-01	   -0.174120124189346E-01	    0.137744796370303E-01	    0.571264838399237E+02	    0.182042900210178E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.657865011741315E-01	    0.658420750643922E-01	   -0.157138807319421E-01	   -0.102303332485426E+00	   -0.354302299846548E+02	    0.183093900821163E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.134410119759170E+00	    0.322416941990261E-01	   -0.289657857813352E-02	   -0.584185705419380E-01	   -0.502317022181728E+02	    0.183206754547527E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.114362118277258E+00	   -0.513466991590701E-01	    0.392910552163627E-01	    0.995336800671382E-01	    0.719685149685443E+02	    0.182135592886823E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.100425695732933E+00	   -0.819947969354789E-01	    0.390416766158800E-01	    0.462947443763578E-01	   -0.314004610280548E+02	    0.182947212097773E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.962636832536099E-01	   -0.390865092959290E-01	    0.265549227831939E-01	    0.226757385164358E-01	   -0.395687189619184E+02	    0.183110537362197E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.108676227626637E-01	    0.640185638037545E-01	   -0.169561938301089E-01	   -0.718080475378092E-01	   -0.118532712942269E+02	    0.182648560217658E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.971129134986900E-01	   -0.598426418493083E-01	    0.460014879469966E-01	    0.990548799427889E-01	    0.608387567979922E+02	    0.182150639590262E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.948060304846175E-02	   -0.101536679982840E+00	    0.612184274161941E-01	    0.104434301907396E+00	    0.160030671333983E+02	    0.182630672947326E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.565947608162956E-01	    0.979551986693138E-01	   -0.556850557440756E-01	   -0.890576949484823E-01	    0.227012259600383E+02	    0.182601912207758E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.815491089706855E-01	   -0.689328576180871E-01	    0.441743131783331E-01	    0.915210232863039E-01	    0.480475602588172E+02	    0.182296847349050E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.140923664794982E+00	    0.432582233266095E-01	   -0.848454550302962E-02	   -0.830362194839692E-01	   -0.547358594181870E+02	    0.183139636122931E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.570803677094985E-01	   -0.392869727456101E-01	   -0.375497754680387E-02	    0.961555607294290E-02	    0.251489705711183E+02	    0.182607249245237E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.626571008701250E-01	   -0.111839740313201E+00	    0.445604128579041E-01	    0.845143012678830E-01	    0.784071679101836E+01	    0.182628706014043E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.880955537483867E-01	   -0.130521490229377E-01	    0.148477506236176E-01	   -0.385205999290620E-01	   -0.435559746317018E+02	    0.183236251972474E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.112323082820279E+00	   -0.741312398973647E-01	    0.284556856243328E-01	    0.174879566790054E-01	   -0.391611448339587E+02	    0.183094915419346E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.103044591614438E+00	    0.426211027031020E-02	    0.191698922465160E-01	   -0.869118676144955E-02	   -0.465955662160828E+02	    0.183310400224457E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.905032180443202E-01	   -0.568508681969685E-01	    0.409037080490933E-01	    0.857724693139225E-01	    0.488831687990497E+02	    0.182237655639739E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.104752461181717E+00	    0.425482196637025E-01	   -0.192417965910386E-01	   -0.637403302909460E-01	   -0.307927083269422E+02	    0.182923948745639E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.463575045878540E-02	   -0.674178441805846E-01	    0.496015004871655E-01	    0.577192522986117E-01	   -0.374370317340890E+01	    0.182578877526041E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.118105956905232E+00	    0.907979397687072E-01	   -0.361402707551380E-01	   -0.370328788567164E-01	    0.402593890714859E+02	    0.182309615993859E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.883630713968033E-02	    0.397439394276790E-01	   -0.893520103062216E-02	   -0.318424546281261E-01	   -0.214509241453526E+01	    0.182585242589184E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.123867608784210E+00	   -0.457115160541255E-02	   -0.466428890812739E-04	    0.380085200721482E-01	    0.594480331825297E+02	    0.181968441614444E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.202591895750359E-02	    0.985205757001623E-01	   -0.587576529148788E-01	   -0.102427146272405E+00	    0.886665014114708E+01	    0.182634199376253E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.883675742719464E-01	    0.645501751437575E-01	   -0.313581859943484E-01	   -0.886824985398461E-01	   -0.261119377421497E+02	    0.182892575210758E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.104285473586975E+00	   -0.176371665690131E-02	   -0.759082724943205E-02	    0.145164034644851E-01	    0.450637616433368E+02	    0.182105668658394E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.124094897501405E-03	    0.582213645211953E-01	   -0.461682137757135E-01	   -0.495633675953735E-01	    0.167897275455863E+02	    0.182687447859209E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.133623857909928E+00	    0.246120561393976E-01	   -0.132277696856976E-01	    0.227705714078230E-01	    0.603124633612779E+02	    0.181977867500294E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.108809043473113E+00	    0.290703477670505E-01	    0.657478570097678E-04	   -0.824021489440430E-01	   -0.518588552356054E+02	    0.183237430460892E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.137195270524575E+00	   -0.551225091104129E-03	    0.864715285342864E-02	    0.563811793483174E-01	    0.667366239908813E+02	    0.182033286101557E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.394300934401131E-02	    0.769335763595772E-01	   -0.232148951677754E-01	   -0.767093809487328E-01	   -0.678638244773551E+01	    0.182624154794198E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.132245168073887E+00	    0.255742545109016E-01	   -0.264311379568125E-02	   -0.662997145898300E-01	   -0.512760537081005E+02	    0.183209517738092E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.276711891487647E-01	   -0.583233451208565E-01	    0.473589289736628E-01	    0.403641022984545E-01	   -0.275676170958796E+02	    0.182871863531275E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.274009337747604E-01	   -0.109295408265158E+00	    0.652221474189010E-01	    0.105228738120860E+00	    0.109036624050006E+02	    0.182634993493025E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.770752441618677E-01	    0.829091305667784E-01	   -0.493022630307530E-01	   -0.656299190892943E-01	    0.312396716581479E+02	    0.182488362151290E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.137808479527438E+00	    0.409666994373429E-02	    0.637471506174531E-02	    0.517520859003576E-01	    0.651231006608231E+02	    0.182024948761850E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.362237057579218E-01	    0.489087469203350E-01	   -0.350731022649007E-01	   -0.303760091146479E-01	    0.542750010960518E+01	    0.182653167605906E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.924911538461124E-01	   -0.190965287529639E-01	   -0.758895118569720E-02	    0.218699181394609E-01	    0.488981061633300E+02	    0.181982717016638E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.114086977535692E+00	    0.561805383236780E-01	   -0.203168483543872E-01	   -0.866602133417076E-01	   -0.403273840493337E+02	    0.183081073229729E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.127787080661396E+00	   -0.370041925741272E-01	    0.336284868421226E-01	    0.987943095864580E-01	    0.766867717322743E+02	    0.182160587247182E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.102641043462309E+00	    0.583884200483115E-01	   -0.206352456957513E-01	   -0.895663963768232E-01	   -0.379212334725952E+02	    0.183070691557319E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.586388834631887E-01	   -0.354029430452201E-01	    0.142742819393260E-01	   -0.377626881510884E-02	   -0.201345824883383E+02	    0.182605449053241E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.985916480756339E-01	   -0.489807283683186E-01	    0.204923216531004E-01	    0.588115695585849E-01	    0.534758662038373E+02	    0.182094856411297E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.219467666856842E-01	    0.104575570744833E+00	   -0.610378976681210E-01	   -0.108894973454087E+00	    0.128623257922710E+02	    0.182633545279032E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.127211869343897E+00	   -0.787197129951494E-02	    0.180662309279008E-01	   -0.191020221272134E-01	   -0.530165253927300E+02	    0.183345155582160E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.801395565376394E-02	   -0.649400451217889E-01	    0.499910845946850E-01	    0.533480850777950E-01	   -0.104426713338660E+02	    0.182573677887987E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.217159593951327E-01	    0.819148007128498E-01	   -0.551535302060247E-01	   -0.712449551953295E-01	    0.208314722966212E+02	    0.182618749413166E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.100217951334615E+00	    0.659414322206951E-01	   -0.366854983069690E-01	   -0.368101608643216E-01	    0.396988344764413E+02	    0.182260900407627E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.106700123658477E+00	   -0.535620509759225E-01	    0.278363298007238E-01	    0.237714787190827E-01	   -0.398241034318809E+02	    0.183105455285215E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.792079259811957E-01	    0.690534407172671E-01	   -0.354415410601537E-01	   -0.872125178733379E-01	   -0.205903780221655E+02	    0.182806848364692E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.907009154260960E-01	   -0.126655164505048E-01	    0.146334089491317E-01	   -0.417638074263752E-01	   -0.452509411363946E+02	    0.183272421239167E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.180737171549494E-01	    0.228604124100086E-02	    0.189244888367021E-02	   -0.151700380055753E-01	   -0.809117406500162E+01	    0.182544672378882E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.942701396927780E-01	   -0.121351676017721E+00	    0.525446817378645E-01	    0.863555682421718E-01	   -0.404563564999819E+01	    0.182672349167134E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.269389061698396E-02	    0.106787735565614E+00	   -0.611703116923347E-01	   -0.106690094757986E+00	    0.765789570499070E+01	    0.182638990205319E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.428576070052426E-01	   -0.111014651078559E+00	    0.641863308569340E-01	    0.979666888835358E-01	    0.404553841233825E+01	    0.182639804727103E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.875054656737206E-01	    0.210393124576976E-01	   -0.485764945959204E-02	    0.360246884162734E-01	    0.451081857868231E+02	    0.182096632132200E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.114577029223401E+00	    0.562468958430582E-01	   -0.207421658906517E-01	   -0.910561169919936E-01	   -0.410743332553307E+02	    0.183089084776711E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.590756109733954E-01	   -0.366953933386492E-01	    0.127315676845327E-01	   -0.363567869510413E-02	   -0.182962871534634E+02	    0.182581334970067E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.140381826162227E+00	   -0.711845119730361E-01	    0.312039549559905E-01	    0.669146260641558E-02	   -0.511060280739344E+02	    0.183226384901758E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.481749902541530E-01	    0.842466426181805E-01	   -0.540933883403836E-01	   -0.839012604933660E-01	    0.224329192492152E+02	    0.182606454707468E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.555135337427461E-01	    0.705901456208546E-01	   -0.164221846613255E-01	   -0.100593369187516E+00	   -0.322689405489053E+02	    0.183056962475447E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.100511057894681E-01	    0.736223528281016E-01	   -0.514890454222729E-01	   -0.779464027658671E-01	    0.883971605527798E+01	    0.182645737679010E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.109166220569873E+00	   -0.681679507306216E-01	    0.333904101654546E-01	    0.318632627235329E-01	   -0.387036996098933E+02	    0.183081380928485E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.882334354970695E-01	   -0.431679375807701E-01	    0.273796718520710E-01	    0.564515379395441E-01	    0.312038490792342E+02	    0.182488867855213E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.100540937004034E+00	    0.606157773374079E-01	   -0.239589224861582E-01	   -0.900193145717826E-01	   -0.349626920378513E+02	    0.183031139702194E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.115133959529703E+00	    0.134452270306814E-01	   -0.137865774501123E-01	    0.153305889517645E-01	    0.527587147660442E+02	    0.181987330911682E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.125103254903640E+00	   -0.591251044321803E-01	    0.290232642515217E-01	    0.132238613202103E-01	   -0.471719899639932E+02	    0.183217420104853E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.281361367583869E-02	   -0.107033226832813E+00	    0.631746870896019E-01	    0.110414781000992E+00	    0.218162713524817E+02	    0.182610901360292E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.780799674198066E-01	    0.134010439848988E+00	   -0.585993677203763E-01	   -0.102777934625312E+00	    0.237094935800867E+02	    0.182605634520883E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.115177467783099E+00	    0.226866488830246E-01	   -0.179660107442382E-01	    0.115970388337278E-01	    0.543025430238116E+02	    0.181951311107653E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.728879934483379E-01	    0.123212659265359E+00	   -0.539073864980440E-01	   -0.955352076822492E-01	    0.215592188886218E+02	    0.182618668908674E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.119198775946212E+00	    0.466153485375489E-01	   -0.139376444440575E-01	   -0.762376400126378E-01	   -0.430196756143587E+02	    0.183119439020274E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.105547943626303E+00	    0.274406990630467E-01	   -0.244588100404172E-01	   -0.445134722915724E-02	    0.492031252169506E+02	    0.182000075078292E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.102151493977680E+00	   -0.108148554305449E+00	    0.418126502846663E-01	    0.608304828659492E-01	   -0.161756597376022E+02	    0.182739826993128E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.731627981754384E-01	    0.120540589611854E+00	   -0.503673259940808E-01	   -0.934794682418861E-01	    0.199241279939402E+02	    0.182625679087778E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.114219882514215E+00	   -0.366374388938658E-01	    0.190921582683974E-01	   -0.274080445020089E-01	   -0.504670592974465E+02	    0.183300086597171E+00	    0.600000000000000E+01	    0.111748622150701E+02
